date,ticker,open,high,low,close,volume,currency
2024-04-18,AAPL,159.28,162.36,159.04,159.62,3635619.0,USD
2024-04-19,AAPL,159.26,160.46,157.46,159.7,2439903.0,USD
2024-04-22,AAPL,162.05,163.61,161.38,162.51,3879126.0,USD
2024-04-23,AAPL,155.97,156.81,153.64,156.75,3278226.0,USD
2024-04-24,AAPL,156.87,158.16,156.85,157.61,2918175.0,USD
2024-04-25,AAPL,161.46,162.06,160.65,161.35,3015536.0,USD
2024-04-26,AAPL,161.45,161.76,160.47,161.44,3431760.0,USD
2024-04-29,AAPL,160.36,163.76,157.88,163.64,2148307.0,USD
2024-04-30,AAPL,157.68,160.06,156.97,157.5,2189944.0,USD
2024-05-01,AAPL,160.41,162.17,159.87,162.01,1945101.0,USD
2024-05-02,AAPL,161.18,162.48,159.48,161.7,2941578.0,USD
2024-05-03,AAPL,161.38,162.1,158.51,159.57,3832514.0,USD
2024-05-06,AAPL,163.53,165.88,161.6,,2786125.0,USD
2024-05-07,AAPL,165.18,165.57,164.89,165.12,2496161.0,USD
2024-05-08,AAPL,171.46,172.62,169.89,172.57,1784821.0,USD
2024-05-09,AAPL,169.93,170.64,169.8,169.83,2938533.0,USD
2024-05-10,AAPL,171.17,174.39,169.52,170.84,3252683.0,USD
2024-05-13,AAPL,169.46,170.69,169.09,169.17,1949395.0,USD
2024-05-14,AAPL,175.13,176.42,174.94,175.58,2923286.0,USD
2024-05-15,AAPL,173.46,174.73,172.46,172.64,3991518.0,USD
2024-05-16,AAPL,170.82,173.65,170.25,171.1,3211741.0,USD
2024-05-17,AAPL,169.76,170.08,168.78,169.45,2041252.0,USD
2024-05-20,AAPL,165.29,168.34,164.09,167.31,1855612.0,USD
2024-05-21,AAPL,161.1,161.48,158.08,158.41,3239183.0,USD
2024-05-22,AAPL,159.36,161.11,155.99,,2908836.0,USD
2024-05-23,AAPL,157.8,158.31,156.97,,2387225.0,USD
2024-05-24,AAPL,167.89,168.03,166.26,167.93,2118992.0,USD
2024-05-27,AAPL,173.11,173.71,171.51,173.27,3263211.0,USD
2024-05-28,AAPL,178.64,180.85,174.83,180.5,3048098.0,USD
2024-05-29,AAPL,171.7,172.56,169.88,170.43,3748988.0,USD
2024-05-30,AAPL,170.06,170.42,168.56,168.6,1565953.0,USD
2024-05-31,AAPL,168.52,168.56,165.62,167.66,1657164.0,USD
2024-06-03,AAPL,170.06,170.2,166.29,168.51,2662928.0,USD
2024-06-04,AAPL,174.82,175.9,174.15,174.59,3500991.0,USD
2024-06-05,AAPL,176.77,177.13,176.39,176.94,2398320.0,USD
2024-06-06,AAPL,180.69,181.28,174.81,177.33,1566234.0,USD
2024-06-07,AAPL,182.14,182.37,181.78,182.07,2687983.0,USD
2024-06-10,AAPL,189.56,192.95,188.71,190.1,3309891.0,USD
2024-06-11,AAPL,196.47,197.26,196.29,197.11,2832397.0,USD
2024-06-12,AAPL,196.83,197.69,196.43,197.46,2305497.0,USD
2024-06-13,AAPL,197.05,199.37,196.17,198.93,3549365.0,USD
2024-06-14,AAPL,191.33,192.7,190.92,192.3,1526790.0,USD
2024-06-17,AAPL,194.65,194.96,194.61,194.61,2290141.0,USD
2024-06-18,AAPL,190.78,191.4,189.2,190.84,3050284.0,USD
2024-06-19,AAPL,188.76,191.44,187.16,189.42,2925541.0,USD
2024-06-20,AAPL,188.63,192.21,187.5,187.7,2231899.0,USD
2024-06-21,AAPL,189.03,190.5,188.99,189.94,3373421.0,USD
2024-06-24,AAPL,190.95,192.67,188.04,191.45,2424618.0,USD
2024-06-25,AAPL,190.57,192.43,187.8,188.67,3961319.0,USD
2024-06-26,AAPL,193.6,195.59,190.09,190.52,2291267.0,USD
2024-06-27,AAPL,186.23,186.9,185.16,185.45,1622402.0,USD
2024-06-28,AAPL,189.88,191.29,187.08,188.84,1978007.0,USD
2024-02-26,AMZN,187.04,187.37,185.53,186.33,3324964.0,USD
2024-02-27,AMZN,191.09,191.45,191.0,191.36,1879270.0,USD
2024-02-28,AMZN,185.92,187.03,182.67,183.11,3686268.0,USD
2024-02-29,AMZN,183.84,184.74,183.48,184.63,2014265.0,USD
2024-03-01,AMZN,185.59,185.68,185.35,185.67,3992356.0,USD
2024-03-04,AMZN,181.62,182.33,178.93,179.62,2243088.0,USD
2024-03-05,AMZN,175.4,176.71,175.23,175.63,3013083.0,USD
2024-03-06,AMZN,169.59,173.24,168.63,169.3,2511930.0,USD
2024-03-07,AMZN,167.49,168.01,164.27,166.7,1630356.0,USD
2024-03-08,AMZN,172.69,174.3,170.41,173.16,3858597.0,USD
2024-03-11,AMZN,168.26,170.04,166.29,169.84,3377145.0,USD
2024-03-12,AMZN,169.35,173.55,167.44,168.74,3993362.0,USD
2024-03-13,AMZN,168.54,169.08,165.32,167.88,3791136.0,USD
2024-03-14,AMZN,171.39,171.47,170.88,171.03,1753091.0,USD
2024-03-15,AMZN,174.41,177.34,172.74,175.8,3679441.0,USD
2024-03-18,AMZN,177.24,178.94,174.85,178.49,2861236.0,USD
2024-03-19,AMZN,176.74,178.42,175.85,177.71,2638585.0,USD
2024-03-20,AMZN,170.25,174.09,169.19,172.63,3953159.0,USD
2024-03-21,AMZN,174.43,175.46,174.28,174.3,3602191.0,USD
2024-03-22,AMZN,173.49,173.98,172.1,172.9,3650205.0,USD
2024-03-25,AMZN,179.97,182.04,179.13,181.52,1900826.0,USD
2024-03-26,AMZN,181.88,183.8,180.43,181.77,3336022.0,USD
2024-03-27,AMZN,182.56,186.16,182.17,185.84,,USD
2024-03-28,AMZN,180.0,181.23,177.77,180.77,2436800.0,USD
2024-03-29,AMZN,181.29,182.8,180.81,182.06,2946250.0,USD
2024-04-01,AMZN,187.39,189.66,186.45,188.05,3775419.0,USD
2024-04-02,AMZN,187.44,193.26,186.43,187.81,,USD
2024-04-03,AMZN,193.26,194.8,193.25,194.01,3015331.0,USD
2024-04-04,AMZN,190.27,192.25,188.66,189.06,2270692.0,USD
2024-04-05,AMZN,189.62,191.49,187.53,190.8,1844866.0,USD
2024-04-08,AMZN,189.2,190.9,185.67,189.55,3492569.0,USD
2024-04-09,AMZN,190.78,191.84,189.58,190.27,2466020.0,USD
2024-04-10,AMZN,185.79,188.7,184.28,188.16,1624116.0,USD
2024-04-11,AMZN,185.87,186.88,183.66,185.34,3820644.0,USD
2024-04-12,AMZN,189.84,190.9,188.93,189.79,2338357.0,USD
2024-04-15,AMZN,192.53,193.34,188.47,190.47,2571775.0,USD
2024-04-16,AMZN,187.98,189.59,187.74,188.03,3847296.0,USD
2024-04-17,AMZN,195.56,197.78,191.55,196.11,2899757.0,USD
2024-04-18,AMZN,197.01,199.0,194.8,195.69,3456874.0,USD
2024-04-19,AMZN,198.0,201.13,196.71,197.68,1884583.0,USD
2024-04-22,AMZN,197.86,198.36,196.64,197.81,3828476.0,USD
2024-04-23,AMZN,199.57,205.61,199.56,204.83,3903233.0,USD
2024-04-24,AMZN,199.41,203.84,199.18,203.75,3930992.0,USD
2024-04-25,AMZN,202.77,203.88,199.78,203.45,2422630.0,USD
2024-04-26,AMZN,205.32,208.47,204.33,,3633620.0,USD
2024-04-29,AMZN,209.44,211.19,207.18,210.71,1542056.0,USD
2024-04-30,AMZN,215.48,215.81,214.58,215.18,3014101.0,USD
2024-05-01,AMZN,217.2,217.8,213.63,,3569441.0,USD
2024-05-02,AMZN,215.17,221.43,215.08,219.19,3247378.0,USD
2024-05-03,AMZN,214.23,216.44,212.57,212.73,1855054.0,USD
2024-05-06,AMZN,216.72,216.83,216.24,216.28,3514017.0,USD
2024-05-07,AMZN,213.97,214.69,213.95,214.12,2200636.0,USD
2024-05-08,AMZN,204.78,206.24,203.28,,,USD
2024-05-09,AMZN,199.22,201.24,195.88,197.86,3206826.0,USD
2024-05-10,AMZN,205.16,207.45,204.67,204.69,2997404.0,USD
2024-05-13,AMZN,215.16,219.27,210.66,215.38,3928271.0,USD
2024-05-14,AMZN,218.92,220.49,216.04,219.03,,USD
2024-05-15,AMZN,219.25,221.27,215.46,219.31,2715358.0,USD
2024-05-16,AMZN,220.79,221.97,220.29,221.29,3458691.0,USD
2024-05-17,AMZN,222.42,222.77,219.45,221.97,2633387.0,USD
2024-05-20,AMZN,231.72,232.3,229.46,230.35,2744199.0,USD
2024-05-21,AMZN,228.29,231.0,227.54,230.55,2460811.0,USD
2024-05-22,AMZN,230.33,234.59,227.57,230.69,3995254.0,USD
2024-05-23,AMZN,231.65,234.6,230.06,231.29,1707352.0,USD
2024-05-24,AMZN,232.22,232.36,228.42,229.48,3634171.0,USD
2024-05-27,AMZN,238.17,243.0,237.36,241.05,3755750.0,USD
2024-05-28,AMZN,242.86,246.3,241.32,245.11,2455205.0,USD
2024-05-29,AMZN,246.4,248.29,244.43,247.31,2434048.0,USD
2024-05-30,AMZN,243.84,244.03,242.91,243.54,3944975.0,USD
2024-05-31,AMZN,246.65,248.58,245.79,248.26,1909319.0,USD
2024-06-03,AMZN,244.21,248.79,242.33,247.16,2417472.0,USD
2024-06-04,AMZN,245.8,247.8,245.45,245.67,3507338.0,USD
2024-06-05,AMZN,259.7,263.21,256.48,262.95,1969450.0,USD
2024-06-06,AMZN,252.82,256.35,251.09,254.07,2693982.0,USD
2024-06-07,AMZN,251.5,253.03,250.81,251.49,2382894.0,USD
2024-06-10,AMZN,254.35,254.95,254.34,254.91,2253492.0,USD
2024-06-11,AMZN,244.73,248.89,244.19,247.63,2978081.0,USD
2024-06-12,AMZN,241.39,243.66,237.14,238.63,2239538.0,USD
2024-06-13,AMZN,239.69,242.34,235.86,239.96,3798756.0,USD
2024-06-14,AMZN,231.43,234.41,229.97,233.15,3152632.0,USD
2024-06-17,AMZN,234.96,234.98,233.78,234.82,2727222.0,USD
2024-06-18,AMZN,240.73,241.29,238.93,239.05,2365256.0,USD
2024-06-19,AMZN,241.31,243.38,239.23,240.95,1779143.0,USD
2024-06-20,AMZN,244.68,245.8,239.56,243.73,3445692.0,USD
2024-06-21,AMZN,243.72,247.28,238.38,246.48,3047419.0,USD
2024-06-24,AMZN,241.17,248.19,240.35,241.56,2967172.0,USD
2024-06-25,AMZN,243.69,246.61,243.21,243.53,2929290.0,USD
2024-06-26,AMZN,242.05,244.3,241.64,243.25,1988051.0,USD
2024-06-27,AMZN,246.61,249.67,246.49,249.59,3065615.0,USD
2024-06-28,AMZN,261.2,264.84,259.68,264.24,2447272.0,USD
2024-01-29,GOOGL,140.75,142.3,140.1,141.85,1567000.0,USD
2024-01-30,GOOGL,141.85,144.2,141.5,143.75,1645000.0,USD
2024-01-31,GOOGL,143.75,145.5,143.2,,1523000.0,USD
2024-02-01,GOOGL,144.2,146.8,143.9,145.95,1734000.0,USD
2024-02-02,GOOGL,145.95,147.6,145.3,146.8,,USD
2024-02-05,GOOGL,146.8,148.95,146.2,148.1,1856000.0,USD
2024-02-06,GOOGL,148.1,150.45,147.8,149.75,1945000.0,USD
2024-02-07,GOOGL,149.75,151.3,149.1,150.95,1678000.0,USD
2024-02-08,GOOGL,150.95,152.8,150.4,151.95,1823000.0,USD
2024-02-09,GOOGL,151.95,153.6,151.3,152.85,1956000.0,USD
2024-02-26,GOOGL,158.36,158.48,157.66,158.34,3934206.0,USD
2024-02-27,GOOGL,161.06,162.44,157.98,160.12,2499554.0,USD
2024-02-28,GOOGL,157.9,159.81,157.51,158.23,3341648.0,USD
2024-02-29,GOOGL,158.33,161.41,157.6,160.41,2511727.0,USD
2024-03-01,GOOGL,161.4,161.71,159.73,,2520154.0,USD
2024-03-04,GOOGL,154.16,154.28,152.6,154.18,2040659.0,USD
2024-03-05,GOOGL,154.12,154.94,151.77,153.03,3359582.0,USD
2024-03-06,GOOGL,155.82,158.16,155.04,155.79,2026338.0,USD
2024-03-07,GOOGL,150.34,150.77,149.69,150.32,2770464.0,USD
2024-03-08,GOOGL,152.49,152.85,151.21,151.42,3050522.0,USD
2024-03-11,GOOGL,152.04,153.24,148.71,149.46,3790435.0,USD
2024-03-12,GOOGL,150.16,151.82,147.84,149.88,2363561.0,USD
2024-03-13,GOOGL,149.82,150.53,149.15,150.02,3663414.0,USD
2024-03-14,GOOGL,151.3,153.34,150.48,152.47,3972151.0,USD
2024-03-15,GOOGL,151.08,152.43,149.1,149.21,3175843.0,USD
2024-03-18,GOOGL,153.07,154.29,152.83,154.11,3640794.0,USD
2024-03-19,GOOGL,154.68,156.27,153.43,154.59,2356101.0,USD
2024-03-20,GOOGL,155.02,156.32,153.62,,2392964.0,USD
2024-03-21,GOOGL,157.1,158.68,151.9,155.92,3485209.0,USD
2024-03-22,GOOGL,154.53,157.27,153.33,155.47,2509612.0,USD
2024-03-25,GOOGL,156.28,156.81,155.4,156.6,1958298.0,USD
2024-03-26,GOOGL,159.6,160.3,158.16,158.67,3230228.0,USD
2024-03-27,GOOGL,162.69,165.06,161.69,164.65,2209662.0,USD
2024-03-28,GOOGL,164.21,164.47,163.98,164.14,2978301.0,USD
2024-03-29,GOOGL,169.13,169.68,167.87,168.03,2623994.0,USD
2024-04-01,GOOGL,167.19,167.23,167.04,167.09,2430491.0,USD
2024-04-02,GOOGL,165.98,167.04,165.91,166.86,3860731.0,USD
2024-04-03,GOOGL,164.97,165.92,164.68,164.81,,USD
2024-04-04,GOOGL,166.54,167.5,166.17,166.25,3542999.0,USD
2024-04-05,GOOGL,172.42,173.33,171.8,172.96,2242406.0,USD
2024-04-08,GOOGL,176.18,176.94,175.99,176.89,2424044.0,USD
2024-04-09,GOOGL,172.11,172.26,170.21,171.9,3745706.0,USD
2024-04-10,GOOGL,175.81,178.0,175.44,177.86,2073189.0,USD
2024-04-11,GOOGL,172.02,172.58,169.49,170.45,,USD
2024-04-12,GOOGL,171.26,171.84,169.23,171.48,3877935.0,USD
2024-04-15,GOOGL,176.0,178.03,175.74,176.21,2978236.0,USD
2024-04-16,GOOGL,178.4,179.62,177.62,178.87,3155743.0,USD
2024-04-17,GOOGL,180.49,181.37,180.05,181.33,2286958.0,USD
2024-04-18,GOOGL,176.99,177.08,176.36,176.67,2914821.0,USD
2024-04-19,GOOGL,174.48,175.43,173.71,174.83,3384276.0,USD
2024-04-22,GOOGL,169.7,172.87,166.54,169.04,1888590.0,USD
2024-04-23,GOOGL,168.49,171.03,167.27,169.88,3648347.0,USD
2024-04-24,GOOGL,165.43,165.51,165.42,165.47,2859507.0,USD
2024-04-25,GOOGL,161.82,163.64,160.81,163.48,2147008.0,USD
2024-04-26,GOOGL,159.16,159.22,158.75,158.79,3385077.0,USD
2024-04-29,GOOGL,158.93,159.89,157.45,159.45,2221001.0,USD
2024-04-30,GOOGL,163.19,164.62,163.1,164.18,1864359.0,USD
2024-05-01,GOOGL,161.22,162.59,160.24,161.04,3097690.0,USD
2024-05-02,GOOGL,167.73,168.06,164.29,167.24,3368670.0,USD
2024-05-03,GOOGL,171.5,172.15,167.94,171.02,3970858.0,USD
2024-05-06,GOOGL,173.65,176.24,173.16,175.05,2699670.0,USD
2024-05-07,GOOGL,180.82,183.7,180.47,183.28,1764500.0,USD
2024-05-08,GOOGL,180.78,184.46,177.81,179.33,2531519.0,USD
2024-05-09,GOOGL,182.31,183.16,176.95,177.46,3822466.0,USD
2024-05-10,GOOGL,180.92,183.35,180.09,180.66,3729180.0,USD
2024-05-13,GOOGL,179.51,180.17,177.75,179.53,2126045.0,USD
2024-05-14,GOOGL,180.31,182.11,177.43,179.71,3116449.0,USD
2024-05-15,GOOGL,178.78,181.02,178.03,179.99,3877074.0,USD
2024-05-16,GOOGL,175.8,178.07,174.67,177.52,3392064.0,USD
2024-05-17,GOOGL,168.2,168.84,167.11,168.68,2524939.0,USD
2024-05-20,GOOGL,168.97,172.7,167.84,169.97,,USD
2024-05-21,GOOGL,168.55,172.13,168.17,170.52,3380901.0,USD
2024-05-22,GOOGL,164.34,166.01,162.7,162.73,3741984.0,USD
2024-05-23,GOOGL,163.45,164.18,162.91,164.14,2784382.0,USD
2024-05-24,GOOGL,163.72,165.72,162.17,163.7,2965291.0,USD
2024-05-27,GOOGL,162.22,163.51,161.42,161.77,3813336.0,USD
2024-05-28,GOOGL,157.21,159.01,154.97,157.82,,USD
2024-05-29,GOOGL,157.77,159.31,157.41,157.8,1534707.0,USD
2024-05-30,GOOGL,157.59,157.64,156.5,156.54,1670102.0,USD
2024-05-31,GOOGL,157.77,158.71,156.97,157.12,3213136.0,USD
2024-06-03,GOOGL,162.95,164.14,162.2,163.53,,USD
2024-06-04,GOOGL,155.38,155.48,154.79,154.96,2555146.0,USD
2024-06-05,GOOGL,161.58,161.79,159.87,,3994838.0,USD
2024-06-06,GOOGL,158.42,159.01,157.77,158.68,3178687.0,USD
2024-06-07,GOOGL,160.87,162.73,160.79,160.83,1528625.0,USD
2024-06-10,GOOGL,161.5,162.98,161.03,162.14,1988011.0,USD
2024-06-11,GOOGL,162.14,162.54,161.87,162.5,2830228.0,USD
2024-06-12,GOOGL,164.49,165.8,161.66,163.1,1962785.0,USD
2024-06-13,GOOGL,164.33,164.84,163.82,164.4,2221384.0,USD
2024-06-14,GOOGL,165.68,166.15,164.44,,2482469.0,USD
2024-06-17,GOOGL,168.19,168.82,165.85,167.78,2600500.0,USD
2024-06-18,GOOGL,165.36,167.08,163.09,164.67,2164468.0,USD
2024-06-19,GOOGL,168.14,171.58,166.44,168.72,1579973.0,USD
2024-06-20,GOOGL,175.35,175.63,174.18,175.15,3002025.0,USD
2024-06-21,GOOGL,175.39,178.09,174.35,,2247419.0,USD
2024-06-24,GOOGL,175.62,177.94,172.87,175.81,3215499.0,USD
2024-06-25,GOOGL,167.59,168.44,165.01,167.46,2048884.0,USD
2024-06-26,GOOGL,168.66,169.88,168.21,168.62,2688554.0,USD
2024-06-27,GOOGL,164.79,165.55,162.61,163.09,2205475.0,USD
2024-06-28,GOOGL,164.53,165.89,162.99,163.88,2752078.0,USD
2024-02-26,JPM,201.82,206.27,200.83,200.93,2706751.0,USD
2024-02-27,JPM,202.45,202.57,200.81,201.92,2861871.0,USD
2024-02-28,JPM,200.89,202.41,200.57,202.03,2838530.0,USD
2024-02-29,JPM,206.13,206.96,204.8,204.83,3925920.0,USD
2024-03-01,JPM,209.91,212.17,209.62,,2887784.0,USD
2024-03-04,JPM,210.41,211.92,208.87,210.97,1862462.0,USD
2024-03-05,JPM,209.85,210.71,209.68,210.66,1718401.0,USD
2024-03-06,JPM,209.46,210.08,208.22,208.43,2692097.0,USD
2024-03-07,JPM,211.58,213.06,209.03,209.96,3745846.0,USD
2024-03-08,JPM,209.2,209.44,208.1,209.32,2387516.0,USD
2024-03-11,JPM,212.85,213.3,210.49,210.59,3184532.0,USD
2024-03-12,JPM,213.72,216.09,212.95,213.54,1778710.0,USD
2024-03-13,JPM,204.08,204.36,201.32,201.54,1500159.0,USD
2024-03-14,JPM,207.91,211.85,205.1,206.69,3474324.0,USD
2024-03-15,JPM,208.69,210.84,206.88,209.95,1836907.0,USD
2024-03-18,JPM,208.94,211.81,208.89,209.28,1679838.0,USD
2024-03-19,JPM,207.02,207.04,205.53,205.63,3524241.0,USD
2024-03-20,JPM,203.85,207.02,203.2,206.79,2459131.0,USD
2024-03-21,JPM,203.06,204.24,201.95,202.67,2662126.0,USD
2024-03-22,JPM,201.61,201.78,200.64,201.07,2407211.0,USD
2024-03-25,JPM,199.39,199.9,199.27,199.85,3641912.0,USD
2024-03-26,JPM,197.77,198.54,196.55,197.88,2475776.0,USD
2024-03-27,JPM,195.85,196.43,195.27,195.58,3964722.0,USD
2024-03-28,JPM,196.36,196.36,194.93,195.48,1980808.0,USD
2024-03-29,JPM,193.46,193.55,191.62,191.62,3897638.0,USD
2024-04-01,JPM,195.33,195.99,193.2,195.5,1843567.0,USD
2024-04-02,JPM,198.1,198.59,196.86,198.24,2001590.0,USD
2024-04-03,JPM,202.03,204.38,200.79,201.28,2670694.0,USD
2024-04-04,JPM,203.2,204.09,202.67,,3133812.0,USD
2024-04-05,JPM,209.22,210.6,207.01,207.22,2290645.0,USD
2024-04-08,JPM,209.99,212.32,209.52,210.2,3353207.0,USD
2024-04-09,JPM,208.03,208.82,206.76,208.71,2237954.0,USD
2024-04-10,JPM,200.08,200.36,196.46,196.49,2479114.0,USD
2024-04-11,JPM,202.47,204.61,201.63,,3478030.0,USD
2024-04-12,JPM,201.17,201.68,200.82,200.88,3711549.0,USD
2024-04-15,JPM,204.52,206.25,203.8,204.87,1792575.0,USD
2024-04-16,JPM,207.57,208.73,204.21,205.89,3119471.0,USD
2024-04-17,JPM,208.41,211.35,207.18,209.47,2998339.0,USD
2024-04-18,JPM,208.99,209.38,208.64,208.93,2278883.0,USD
2024-04-19,JPM,213.71,214.18,212.8,214.1,3106734.0,USD
2024-04-22,JPM,214.3,215.01,214.06,214.29,3492503.0,USD
2024-04-23,JPM,214.43,214.46,214.05,214.44,3259771.0,USD
2024-04-24,JPM,212.31,213.31,211.09,213.08,3710840.0,USD
2024-04-25,JPM,216.96,217.6,214.67,215.1,3977748.0,USD
2024-04-26,JPM,219.95,220.05,219.22,219.89,2056718.0,USD
2024-04-29,JPM,216.59,216.97,215.83,216.37,3616142.0,USD
2024-04-30,JPM,217.17,217.79,216.44,217.11,3251498.0,USD
2024-05-01,JPM,217.86,218.02,216.97,217.29,2986561.0,USD
2024-05-02,JPM,217.92,220.57,217.05,218.02,2895285.0,USD
2024-05-03,JPM,218.69,219.16,216.12,216.67,2906978.0,USD
2024-05-06,JPM,218.08,220.09,217.35,218.01,3625480.0,USD
2024-05-07,JPM,219.34,219.42,218.79,218.95,3529144.0,USD
2024-05-08,JPM,216.67,218.81,215.31,218.65,2598657.0,USD
2024-05-09,JPM,221.86,222.93,221.05,221.95,3895487.0,USD
2024-05-10,JPM,218.39,219.62,215.95,219.47,2112181.0,USD
2024-05-13,JPM,217.71,218.21,215.99,217.84,2535811.0,USD
2024-05-14,JPM,219.77,220.11,218.74,219.04,,USD
2024-05-15,JPM,215.63,215.73,213.49,215.3,3306684.0,USD
2024-05-16,JPM,222.47,222.88,221.87,222.27,1890642.0,USD
2024-05-17,JPM,220.35,226.13,217.93,221.88,3040724.0,USD
2024-05-20,JPM,214.76,215.44,212.76,213.87,2206673.0,USD
2024-05-21,JPM,208.63,209.39,207.6,208.01,2639904.0,USD
2024-05-22,JPM,209.34,209.64,206.92,208.5,1915842.0,USD
2024-05-23,JPM,215.61,217.11,214.85,,3284006.0,USD
2024-05-24,JPM,215.04,216.53,214.84,215.68,3984851.0,USD
2024-05-27,JPM,219.96,221.04,218.65,219.36,1725391.0,USD
2024-05-28,JPM,218.8,219.52,218.78,219.08,,USD
2024-05-29,JPM,221.17,222.66,219.93,,3944291.0,USD
2024-05-30,JPM,215.31,215.83,214.5,214.67,1549976.0,USD
2024-05-31,JPM,215.09,216.14,214.88,215.33,3527320.0,USD
2024-06-03,JPM,211.63,213.35,210.55,212.63,2702060.0,USD
2024-06-04,JPM,208.02,210.72,206.97,208.19,3102970.0,USD
2024-06-05,JPM,206.14,206.72,204.01,206.08,3556501.0,USD
2024-06-06,JPM,204.75,207.42,203.24,203.57,3869310.0,USD
2024-06-07,JPM,205.2,207.89,204.0,205.88,3141232.0,USD
2024-06-10,JPM,200.94,203.34,199.75,202.31,2428660.0,USD
2024-06-11,JPM,205.37,205.85,204.07,205.8,3954398.0,USD
2024-06-12,JPM,207.07,207.9,205.7,207.27,1912672.0,USD
2024-06-13,JPM,205.82,207.27,205.25,206.6,1928276.0,USD
2024-06-14,JPM,204.44,205.11,203.25,204.6,3859470.0,USD
2024-06-17,JPM,209.49,212.86,209.21,211.06,3727039.0,USD
2024-06-18,JPM,203.36,204.45,201.16,201.24,2058963.0,USD
2024-06-19,JPM,204.18,204.68,202.53,202.74,3161655.0,USD
2024-06-20,JPM,205.33,206.71,204.45,205.68,2523920.0,USD
2024-06-21,JPM,198.19,200.2,197.92,198.19,3973199.0,USD
2024-06-24,JPM,192.44,192.79,190.44,191.37,3367306.0,USD
2024-06-25,JPM,189.25,190.69,188.72,190.29,3509606.0,USD
2024-06-26,JPM,191.59,192.2,191.32,192.07,3477334.0,USD
2024-06-27,JPM,190.57,190.77,188.03,188.87,3301498.0,USD
2024-06-28,JPM,191.77,192.74,191.57,192.08,1735419.0,USD
